주차장코드,주차장명,주소2,주차장 종류명,"토요일 유,무료 구분명","공휴일 유,무료 구분명"
1436808,가산디지털 서측(구),서울특별시 금천구 가산동 505-3,노외 주차장,무료,무료
1437917,영남 공영주차장(시),서울특별시 영등포구 영등포동4가 123-0,노외 주차장,무료,무료
1439580,도봉로 15길 공영주차장(시),서울특별시 강북구 미아동 458-7,노상 주차장,유료,유료
1439690,수유마을시장 공영주차장(구),서울특별시 강북구 수유동 55-53,노외 주차장,무료,무료
1440586,시흥 4동 공영주차장(구),서울특별시 금천구 시흥동 704-56,노외 주차장,무료,무료
1440587,시흥 4동 (삼성)공영주차장(구),서울특별시 금천구 시흥동 171-1,노외 주차장,무료,무료
1441342,도곡초 공영주차장(구),서울특별시 강남구 대치동 924-10,노외 주차장,무료,무료
1441348,서울놀이마당 공영주차장(구),서울특별시 송파구 잠실동 47-1,노외 주차장,무료,무료
1441353,신구초 공영주차장(구),서울특별시 강남구 신사동 550-11,노외 주차장,무료,무료
1441360,역삼문화공원 공영주차장(구),서울특별시 강남구 역삼동 635-0,노외 주차장,무료,무료
1441362,천마 공영주차장(구),서울특별시 송파구 마천동 1-5,노외 주차장,무료,무료
1441365,보라매공원동문주차장(구),서울특별시 동작구 신대방동 395-0,노외 주차장,무료,무료
1441366,빙수골장미(구),서울특별시 동작구 상도동 301-132,노외 주차장,무료,무료
1441367,탄천(구),서울특별시 송파구 잠실동 1082-1,노외 주차장,무료,무료
1441370,도산대로25길 32 공영주차장(구),서울특별시 강남구 신사동 564-0,노외 주차장,유료,유료
1441378,방이고분 공영주차장(구),서울특별시 송파구 방이동 125-0,노외 주차장,무료,무료
1441382,가재울 공영주차장(구),서울특별시 노원구 하계동 252-6,노외 주차장,무료,무료
1441386,송파나루공원 동호주차장(구),서울특별시 송파구 신천동 32-0,노외 주차장,유료,유료
1441388,엔젤데이케이센터 지하주차장(구),서울특별시 동작구 사당동 278-34,노외 주차장,유료,유료
1441397,송파근린공원(구),서울특별시 송파구 송파동 113-2,노외 주차장,무료,무료
144561,한국통신(구),서울특별시 양천구 목동 924-1,노상 주차장,무료,유료
1447973,중구구민회관 부설(구),서울특별시 중구 을지로6가 18-14,노외 주차장,무료,무료
1448767,신길6동공영(구),서울특별시 영등포구 신길동 3203-0,노외 주차장,무료,무료
1448769,경부제3녹지공영주차장(구),서울특별시 영등포구 신길동 69-39,노외 주차장,무료,무료
1449826,경동고(구),서울특별시 성북구 삼선동3가 43-1,노외 주차장,무료,무료
1449827,정릉시장(구),서울특별시 성북구 정릉동 405-4,노외 주차장,무료,무료
1451364,청계7가 공영주차장(시),서울특별시 종로구 창신동 436-87,노상 주차장,무료,유료
1451370,동순라길(종묘) 관광버스전용 주차장(시),서울특별시 종로구 인의동 107-1,노상 주차장,유료,유료
1451371,세운상가밑(구),서울특별시 종로구 장사동 116-3,노상 주차장,무료,유료
1451378,태화관(구),서울특별시 종로구 인사동 194-27,노상 주차장,무료,유료
1451381,동일상가아파트 이륜차 주차장(구),서울특별시 종로구 숭인동 234-81,노상 주차장,유료,유료
1451384,숭인상가아파트 이륜차 주차장(구),서울특별시 종로구 숭인동 204-14,노상 주차장,유료,유료
1451389,필운대로 도미노피자앞 이륜차 주차장(구),서울특별시 종로구 누하동 7-0,노상 주차장,유료,유료
1451409,낙산성곽 버스전용 주차장(구),서울특별시 종로구 창신동 615-62,노상 주차장,유료,유료
1451442,종로40길 이륜차 주차장(구),서울특별시 종로구 종로6가 318-3,노상 주차장,유료,유료
1451444,종로40길 이륜차 주차장(구),서울특별시 종로구 종로6가 318-3,노상 주차장,유료,유료
1451525,열린마당(구),서울특별시 종로구 세종로 111-0 옆,노상 주차장,무료,유료
1451554,청계3(창경궁로_북1) 공영주차장(시),서울특별시 종로구 예지동 140-1,노상 주차장,무료,유료
1451592,종각(구),서울특별시 종로구 관철동 45-9,노상 주차장,무료,유료
1451594,종각(구),서울특별시 종로구 관철동 45-9,노상 주차장,무료,유료
1451598,원서공원 앞(구),서울특별시 종로구 와룡동 206-0,노상 주차장,무료,무료
1451768,창대교회 옆 이륜차 주차장(구),서울특별시 종로구 숭인동 62-9,노상 주차장,유료,유료
1451912,광화문빌딩(구),서울특별시 종로구 당주동 40-9,노상 주차장,무료,무료
1451913,삼청공원앞(구),서울특별시 종로구 삼청동 25-11,노상 주차장,무료,유료
1451938,청계1(북) 공영주차장(시),서울특별시 종로구 관철동 13-14,노상 주차장,무료,유료
1451953,종로63가길 이륜차 주차장(구),서울특별시 종로구 숭인동 58-2,노상 주차장,유료,유료
1451954,힐스테이트옆 이륜차 주차장(구)(구),서울특별시 종로구 숭인동 766-2,노상 주차장,유료,유료
1451963,종로40길 이륜차 주차장(구),서울특별시 종로구 종로6가 318-3,노상 주차장,유료,유료
1451967,창신쌍용2지구 북측 이륜차 주차장(구),서울특별시 종로구 창신동 37-16,노상 주차장,유료,유료
1451973,한미빌딩옆(구),서울특별시 종로구 인사동 283-0,노상 주차장,무료,유료
1451975,한미빌딩옆(구),서울특별시 종로구 공평동 283-0,노상 주차장,무료,유료
1452019,청계5(북1) 공영주차장(시),서울특별시 종로구 종로5가 458-2,노상 주차장,무료,유료
1452024,청계5(동호로_북) 공영주차장(시),서울특별시 종로구 종로5가 458-2,노상 주차장,무료,유료
1452025,청계3(창경궁로_북1) 공영주차장(시),서울특별시 종로구 예지동 140-1,노상 주차장,무료,유료
1452099,청계3(창경궁로_북1) 공영주차장(시),서울특별시 종로구 예지동 140-1,노상 주차장,무료,유료
1452104,롯데캐슬 뒤 이륜차 주차장(구),서울특별시 종로구 숭인동 76-1,노상 주차장,유료,유료
1452217,경복궁역 이륜차 주차장(구),서울특별시 종로구 내자동 67-2,노상 주차장,유료,유료
1452219,청계2(돈화문로) 공영주차장(시),서울특별시 종로구 관수동 91-4,노상 주차장,무료,유료
1452263,사직로3 관광버스 주차허용 구간(시),서울특별시 종로구 사직동 240-0 (한국갤럽 앞 ~ 풍림스페이스본 버스정류장 전),노상 주차장,유료,유료
1452264,창의문로 관광버스 주차허용 구간(시),서울특별시 종로구 청운동 15-57 (벽산빌리지 9동 앞 ~ 청운중학교 100m 앞),노상 주차장,유료,유료
1452323,사직로1 관광버스 주차허용 구간(시),서울특별시 종로구 내자동 35-0 내자동 54(치과의원) ~ 필운동 227(금고 앞),노상 주차장,유료,유료
1452337,관철동 공영주차장(시),서울특별시 종로구 관철동 13-14,노상 주차장,무료,유료
1452441,청계6(북) 공영주차장(시),서울특별시 종로구 종로6가 289-49,노상 주차장,무료,유료
1452494,청계3(창경궁로_북1) 공영주차장(시),서울특별시 종로구 예지동 140-1,노상 주차장,무료,유료
1452713,낙산성곽길 이륜차 주차장(구),서울특별시 종로구 창신동 67-2,노상 주차장,유료,유료
1452721,청계2(북1) 공영주차장(시),서울특별시 종로구 관수동 91-4,노상 주차장,무료,유료
1452740,창경궁로1 관광버스 주차허용 구간(시),서울특별시 종로구 와룡동 2-86 (창경궁주차장~홍화문),노상 주차장,유료,유료
1452743,사직로2 관광버스 주차허용 구간(시),서울특별시 종로구 내자동 131-0 내자동136(사직이용원) ~ 내자동75-4(가로등),노상 주차장,유료,유료
1453742,당고개위 공영주차장(시),서울특별시 노원구 상계동 111-568,노상 주차장,무료,무료
1453816,수락산디자인서울거리(구),서울특별시 노원구 상계동 996-2,노상 주차장,무료,무료
1453857,주공7단지옆(구),서울특별시 노원구 상계동 693-5,노상 주차장,무료,무료
1453979,(구)북부지법주변(구),서울특별시 노원구 공릉동 629-1,노상 주차장,무료,무료
1454036,주공5단지옆(구),서울특별시 노원구 중계동 359-16,노상 주차장,무료,무료
1454047,주공3단지상가주변(구),서울특별시 노원구 상계동 736-0,노상 주차장,무료,무료
1454052,유경백화점뒤(구),서울특별시 노원구 중계동 364-16,노상 주차장,무료,무료
1454055,주공6단지상가주변(구),서울특별시 노원구 상계동 723-2,노상 주차장,무료,무료
1454191,주공6단지상가주변(구),서울특별시 노원구 상계동 723-2,노상 주차장,무료,무료
1454202,청구건영아파트옆(구),서울특별시 노원구 중계동 360-4,노상 주차장,무료,무료
1454316,신한증권옆(구),서울특별시 노원구 중계동 366-12,노상 주차장,무료,무료
1454338,주공12단지상가뒤(구),서울특별시 노원구 상계동 647-1,노상 주차장,무료,무료
1454353,당고개위 공영주차장(시),서울특별시 노원구 상계동 111-568,노상 주차장,무료,무료
1454476,주공5단지옆(구),서울특별시 노원구 중계동 359-16,노상 주차장,무료,무료
1454485,주공11단지상가뒤(구),서울특별시 노원구 상계동 652-4,노상 주차장,무료,무료
1454490,주공11단지상가뒤(구),서울특별시 노원구 상계동 652-4,노상 주차장,무료,무료
1454520,주공5단지옆(구),서울특별시 노원구 중계동 359-16,노상 주차장,무료,무료
1473190,방이습지 노상공영주차장(구),서울특별시 송파구 방이동 452-12,노상 주차장,무료,무료
1474014,위례성길(A) 노상공영주차장(구),서울특별시 송파구 방이동 94-3,노상 주차장,무료,무료
147462,부영그린 공영노상주차장(구),서울특별시 양천구 목동 908-35,노상 주차장,무료,유료
1475017,성내역(잠실나루역) 공영주차장(시),서울특별시 송파구 신천동 11-1,노상 주차장,무료,유료
1475066,성내역(잠실나루역) 공영주차장(시),서울특별시 송파구 신천동 11-1,노상 주차장,무료,유료
1475183,공유) 상도2동 170-27(구),서울특별시 동작구 상도동 170-13,노상 주차장,무료,무료
1475224,성내역(잠실나루역) 공영주차장(시),서울특별시 송파구 신천동 11-1,노상 주차장,무료,유료
1475226,성내역(잠실나루역) 공영주차장(시),서울특별시 송파구 신천동 11-1,노상 주차장,무료,유료
1475231,성내역(잠실나루역) 공영주차장(시),서울특별시 송파구 신천동 11-1,노상 주차장,무료,유료
1476106,공유) 사당1동 가블럭(구),서울특별시 동작구 사당동 1001-37,노상 주차장,무료,무료
1477183,공유) 사당3동 다블럭(구),서울특별시 동작구 사당동 169-16 ,노상 주차장,무료,무료
1477324,동작대교(위) 공영주차장(시),서울특별시 동작구 동작동 316-3,노상 주차장,무료,무료
1477337,동작대교(위) 공영주차장(시),서울특별시 동작구 동작동 316-3,노상 주차장,무료,무료
1486476,조원동제2공영(구),서울특별시 관악구 신림동 1675-8,노상 주차장,무료,유료
1486477,조원동제2공영(구),서울특별시 관악구 신림동 1675-7,노상 주차장,무료,유료
1486516,조원동제2공영(구),서울특별시 관악구 신림동 1676-4,노상 주차장,무료,유료
1486517,조원동제2공영(구),서울특별시 관악구 신림동 1676-4,노상 주차장,무료,유료
1486646,조원동제2공영(구),서울특별시 관악구 신림동 1675-7,노상 주차장,무료,유료
1486647,조원동제2공영(구),서울특별시 관악구 신림동 1675-7,노상 주차장,무료,유료
1486978,신림동제2공영(구),서울특별시 관악구 신림동 1472-1,노상 주차장,무료,무료
1486992,조원동제2공영(구),서울특별시 관악구 신림동 1675-8,노상 주차장,무료,유료
1486996,낙성대제2공영(구),서울특별시 관악구 봉천동 220-8,노상 주차장,무료,유료
1486998,낙성대제1공영(구),서울특별시 관악구 봉천동 1627-10,노상 주차장,무료,유료
1487237,서원동제1공영(구),서울특별시 관악구 신림동 1642-7,노상 주차장,무료,무료
1487238,서원동제1공영(구),서울특별시 관악구 신림동 1642-7,노상 주차장,무료,무료
1487253,서원동제1공영(구),서울특별시 관악구 신림동 1642-7,노상 주차장,무료,무료
1487277,서원동제1공영(구),서울특별시 관악구 신림동 1642-7,노상 주차장,무료,무료
1490929,공유) 151-100(구),서울특별시 강남구 삼성동 111-57,노상 주차장,무료,무료
1494887,선릉로132길 노상공영 주차장(구),서울특별시 강남구 청담동 77-84,노상 주차장,유료,유료
1494888,선릉로132길 노상공영 주차장(구),서울특별시 강남구 청담동 77-84,노상 주차장,유료,유료
1495263,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495384,도산대로45길(구),서울특별시 강남구 신사동 668-46 도산공원 앞길,노상 주차장,유료,유료
1495386,영동대로106길(구),서울특별시 강남구 삼성동 172-7,노상 주차장,유료,유료
1495387,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495404,도산대로45길(구),서울특별시 강남구 신사동 668-23 도산공원 앞길,노상 주차장,유료,유료
1495425,영동대로106길(구),서울특별시 강남구 삼성동 172-7,노상 주차장,유료,유료
1495431,선릉로132길 노상공영 주차장(구),서울특별시 강남구 청담동 77-84,노상 주차장,유료,유료
1495470,대치동507-3(구),서울특별시 강남구 대치동 507-3,노상 주차장,유료,유료
1495542,도산대로45길(구),서울특별시 강남구 신사동 668-23 도산공원 앞길,노상 주차장,유료,유료
1495562,압구정로29길(구),서울특별시 강남구 압구정동 453-0,노상 주차장,유료,유료
1495566,논현로28길 노상공영 주차장(구),서울특별시 강남구 도곡동 524-0,노상 주차장,유료,유료
1495580,테헤란로64길(구),서울특별시 강남구 대치동 1011-19,노상 주차장,유료,유료
1495582,도산대로45길(구),서울특별시 강남구 신사동 668-23,노상 주차장,유료,유료
1495591,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495593,선릉로146길 노상공영주차장(구),서울특별시 강남구 청담동 77-27,노상 주차장,유료,유료
1495594,선릉로132길 노상공영 주차장(구),서울특별시 강남구 청담동 77-84,노상 주차장,유료,유료
1495596,영동대로85길(구),서울특별시 강남구 대치동 1012-15,노상 주차장,유료,유료
1495622,남부순환로397길(구),서울특별시 강남구 대치동 600-13,노상 주차장,유료,유료
1495632,대치동507-3(구),서울특별시 강남구 대치동 507-3,노상 주차장,유료,유료
1495638,선릉로146길 노상공영주차장(구),서울특별시 강남구 청담동 77-27,노상 주차장,유료,유료
1495677,대치동507-3(구),서울특별시 강남구 대치동 507-3,노상 주차장,유료,유료
1495682,영동대로96길(구),서울특별시 강남구 삼성동 172-41,노상 주차장,유료,유료
1495688,대치동507-3(구),서울특별시 강남구 대치동 507-3,노상 주차장,유료,유료
1495690,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495692,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495694,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495712,헌릉로745길(구),서울특별시 강남구 율현동 98-5,노상 주차장,유료,유료
1495734,언주로147길(구),서울특별시 강남구 논현동 279-22 언북중학교 뒷길,노상 주차장,유료,유료
1495738,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495805,영동대로85길(구),서울특별시 강남구 대치동 1012-111,노상 주차장,유료,유료
1495832,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495836,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1495861,헌릉로745길(구),서울특별시 강남구 율현동 113-5,노상 주차장,유료,유료
1495907,언주로171길(구),서울특별시 강남구 신사동 668-11,노상 주차장,유료,유료
1495933,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1496045,영동대로106길(구),서울특별시 강남구 삼성동 172-21,노상 주차장,유료,유료
1496048,영동대로106길(구),서울특별시 강남구 삼성동 172-21,노상 주차장,유료,유료
1496159,대치유수지(구),서울특별시 강남구 대치동 78-29,노상 주차장,유료,유료
1496216,압구정고가1 공영주차장(시),서울특별시 강남구 신사동 668-0,노상 주차장,무료,무료
1496233,동호대교(남) 공영주차장(시),서울특별시 강남구 압구정동 435-0,노상 주차장,무료,유료
1496313,헌릉로745길(구),서울특별시 강남구 율현동 101-10,노상 주차장,유료,유료
1496319,영동대로106길(구),서울특별시 강남구 삼성동 172-21,노상 주차장,유료,유료
1496365,대치유수지(구),서울특별시 강남구 대치동 78-29,노상 주차장,유료,유료
1496373,압구정고가2 공영주차장(시),서울특별시 강남구 신사동 668-0,노상 주차장,무료,무료
1496402,대치유수지(구),서울특별시 강남구 대치동 78-29,노상 주차장,유료,유료
1496519,영동대로106길(구),서울특별시 강남구 삼성동 172-21,노상 주차장,유료,유료
1496765,대치유수지(구),서울특별시 강남구 대치동 78-29,노상 주차장,유료,유료
1497931,영동대로106길(구),서울특별시 강남구 삼성동 172-21,노상 주차장,유료,유료
1499502,대림역2 공영주차장(시),서울특별시 구로구 구로동 73-9,노상 주차장,무료,유료
1499533,제방도로 공영주차장(시),서울특별시 구로구 구로동 69-5,노상 주차장,무료,유료
1499574,제방도로 공영주차장(시),서울특별시 구로구 구로동 69-5,노상 주차장,무료,유료
1499707,대림역2 공영주차장(시),서울특별시 구로구 구로동 73-9,노상 주차장,무료,유료
1499735,제방도로 공영주차장(시),서울특별시 구로구 구로동 69-5,노상 주차장,무료,유료
1499736,제방도로 공영주차장(시),서울특별시 구로구 구로동 69-5,노상 주차장,무료,유료
1499767,대림역2 공영주차장(시),서울특별시 구로구 구로동 73-9,노상 주차장,무료,유료
1499776,대림역2 공영주차장(시),서울특별시 구로구 구로동 73-9,노상 주차장,무료,유료
1499912,대림역2 공영주차장(시),서울특별시 구로구 구로동 73-9,노상 주차장,무료,유료
1503177,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1503181,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1503213,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1503325,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1503334,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1503430,등촌3동 구암길(구),서울특별시 강서구 등촌동 695-0,노상 주차장,무료,유료
1503473,화곡6동 방죽길(구),서울특별시 강서구 화곡동 1112-1,노상 주차장,무료,유료
1503518,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1503526,화곡4동 배다리동길(구),서울특별시 강서구 화곡동 842-11,노상 주차장,무료,유료
1503530,화곡2동 배다리동길(구),서울특별시 강서구 화곡동 881-14,노상 주차장,무료,유료
1503537,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1503674,화곡1동 달구지길(구),서울특별시 강서구 화곡동 361-1,노상 주차장,무료,무료
1503774,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1503882,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1503922,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1503956,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1504029,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1504033,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1504058,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504059,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504125,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1504131,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504132,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504134,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504137,화곡1동 배다리서길(구),서울특별시 강서구 화곡동 914-3,노상 주차장,무료,유료
1504157,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504374,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1504402,방신시장 고객주차장(구),서울특별시 강서구 방화동 858-0,노상 주차장,무료,유료
1504483,가양3동 황금내공원길(구),서울특별시 강서구 가양동 1485-0,노상 주차장,무료,유료
1504492,등촌3동 꿈나무길(구),서울특별시 강서구 등촌동 701-0,노상 주차장,무료,유료
1504503,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504564,화곡8동 배다리동길(구),서울특별시 강서구 화곡동 890-0,노상 주차장,무료,유료
1504580,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504622,망원 유료 주차장(구),서울특별시 마포구 망원동 394-79,노상 주차장,유료,유료
1504664,용강동 노상 공영주차장(구),서울특별시 마포구 용강동 122-15,노상 주차장,무료,유료
1504671,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1504727,동교동 노상 공영주차장(구),서울특별시 마포구 서교동 332-1,노상 주차장,무료,무료
1504809,방화로 공영주차장(시),서울특별시 강서구 공항동 796-0,노상 주차장,유료,유료
1505050,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1505051,화곡6동 신학대길(구),서울특별시 강서구 화곡동 980-19,노상 주차장,무료,유료
1505123,경남 공영주차장(구),서울특별시 마포구 서교동 376-5,노상 주차장,무료,유료
1506891,연남 유료 주차장(구),서울특별시 마포구 연남동 258-3,노상 주차장,무료,유료
1506897,연남 유료 주차장(구),서울특별시 마포구 연남동 228-40,노상 주차장,무료,유료
1507472,연남 유료 주차장(구),서울특별시 마포구 연남동 258-16,노상 주차장,무료,유료
1507474,연남 유료 주차장(구),서울특별시 마포구 연남동 259-9,노상 주차장,무료,유료
1507712,연남 유료 주차장(구),서울특별시 마포구 연남동 228-20,노상 주차장,무료,유료
1508123,연남 유료 주차장(구),서울특별시 마포구 연남동 258-14,노상 주차장,무료,유료
1508165,합정 노상 공영주차장(구),서울특별시 마포구 서교동 394-22,노상 주차장,무료,무료
1508823,청기와 유료 주차장(구),서울특별시 마포구 서교동 479-4,노상 주차장,유료,유료
1509280,청계3(창경궁로_남) 공영주차장(시),서울특별시 중구 주교동 123-1 0,노상 주차장,무료,유료
1509282,청계3(창경궁로_남) 공영주차장(시),서울특별시 중구 주교동 123-1 0,노상 주차장,무료,유료
1509377,세운대림상가(서측)(구),서울특별시 중구 산림동 207-1,노상 주차장,무료,유료
1509409,동대문비즈센터앞 이륜차 주차장(구),서울특별시 중구 신당동 200-5 0,노상 주차장,유료,유료
1509662,청계5(동호로_남) 공영주차장(시),서울특별시 중구 방산동 4-47 0,노상 주차장,무료,유료
1509701,청계5(동호로_남) 공영주차장(시),서울특별시 중구 방산동 4-47 0,노상 주차장,무료,유료
1509744,한진면세점 앞(구),서울특별시 중구 남대문로5가 533-0,노상 주차장,무료,유료
1509757,이화여고 앞(구),서울특별시 중구 순화동 1-139,노상 주차장,무료,유료
1509797,공유) 삼풍상가3구간(14~17)(구),서울특별시 중구 을지로4가 310-68 0,노상 주차장,무료,무료
1509847,청계5(동호로_남) 공영주차장(시),서울특별시 중구 방산동 4-47 0,노상 주차장,무료,유료
1509848,청계5(동호로_남) 공영주차장(시),서울특별시 중구 방산동 4-47 0,노상 주차장,무료,유료
1509851,청계5(동호로_남) 공영주차장(시),서울특별시 중구 방산동 4-47 0,노상 주차장,무료,유료
